datum,protistrana,geosize,joblines
2026-04-10,Mladá Boleslav,XPO,4
2026-04-10,Mělník,XPO,3
2026-04-10,Olomouc,XPO,1
2026-04-10,Ostrava,XPO,3
2026-04-10,Ostrava,VB,1
2026-04-10,Pardubice,XPO,1
2026-04-10,Pardubice,VB,1
2026-04-10,Plzeň město,XPO,1
2026-04-10,Plzeň město,VB,1
2026-04-10,Pobočka Chrášťany,XPO,8
2026-04-10,Pobočka Chrášťany,VB,1
2026-04-10,Počernice,XPO,1
2026-04-10,Praha - centrála,XPO,6
2026-04-10,Praha - centrála,VB,1
2026-04-10,Prostějov,XL,1
2026-04-10,SKLC3,XPO,55
2026-04-10,SKLC3,XL,10
2026-04-10,SKLC3,VB,34
2026-04-10,Zlín,XPO,2
2026-04-10,Zlín,XL,1
2026-04-10,Ústí nad Labem,XPO,1
2026-04-10,Ústí nad Labem,XL,1
2026-04-10,Čakovice,XPO,4
2026-04-10,Čakovice,XL,1
2026-04-10,České Budějovice,XPO,1
2026-04-11,Anděl,XPO,6
2026-04-11,Benešov,XPO,1
2026-04-11,Benešov,XL,1
2026-04-11,Brno,XPO,6
2026-04-11,Brno,XL,3
2026-04-11,Brno Lískovec,XPO,3
2026-04-11,Brno Lískovec,XL,1
2026-04-11,Budějovická,VB,1
2026-04-11,CZLC4,XPO,84
2026-04-11,CZLC4,XL,6
2026-04-11,Chomutov,XPO,2
2026-04-11,Dejvice,XPO,2
2026-04-11,Děčín,XPO,1
2026-04-11,HULC1,VB,16
2026-04-11,Hradec,XPO,4
2026-04-11,Háje,XPO,3
2026-04-11,Háje,XL,2
2026-04-11,Jihlava,XPO,1
2026-04-11,Karlovy Vary,XPO,2
2026-04-11,Karlovy Vary,VB,1
2026-04-11,Kladno,XPO,3
2026-04-11,Kladno,XL,1
2026-04-11,Kolín,XPO,1
2026-04-11,LCS,BPO,3
2026-04-11,LCS,XPO,110
2026-04-11,Liberec,XPO,1
2026-04-11,Mladá Boleslav,VB,1
2026-04-11,Most,XPO,1
2026-04-11,Most,XL,1
2026-04-11,Mělník,XPO,1
2026-04-11,Opava,XPO,2
2026-04-11,Ostrava,XPO,5
2026-04-11,Pardubice,XPO,1
2026-04-11,Pardubice,XL,1
2026-04-11,Pobočka Chrášťany,XPO,15
2026-04-11,Pobočka Chrášťany,XL,4
2026-04-11,Pobočka Chrášťany,VB,1
2026-04-11,Počernice,XPO,3
2026-04-11,Počernice,XL,1
2026-04-11,Počernice,VB,1
2026-04-11,Praha - centrála,XPO,12
2026-04-11,Praha - centrála,XL,4
2026-04-11,Praha - centrála,VB,1
2026-04-11,Prostějov,XPO,1
2026-04-11,Příbram,XPO,1
2026-04-11,Příbram,XL,2
2026-04-11,SKLC3,XPO,47
2026-04-11,SKLC3,XL,12
2026-04-11,SKLC3,VB,33
2026-04-11,Tábor,XPO,1
2026-04-11,Zlín,XL,1
2026-04-11,Ústí nad Labem,XPO,2
2026-04-11,Čakovice,XPO,3
2026-04-11,Čakovice,XL,2
2026-04-11,České Budějovice,XPO,1
2026-04-11,České Budějovice,XL,1
2026-04-12,Anděl,XPO,10
2026-04-12,Anděl,XL,1
2026-04-12,Benešov,XPO,1
2026-04-12,Beroun,VB,1
2026-04-12,Brno,XPO,5
2026-04-12,Brno,XL,1
2026-04-12,Brno Lískovec,XPO,3
2026-04-12,Brno Lískovec,VB,2
2026-04-12,Budějovická,XPO,5
2026-04-12,Budějovická,XL,2
2026-04-12,CZLC4,XPO,80
2026-04-12,CZLC4,XL,8
2026-04-12,CZLC4,VB,1
2026-04-12,Dejvice,BPO,2
2026-04-12,Dejvice,XL,1
2026-04-12,Frýdek-Místek,XPO,1
2026-04-12,HULC1,VB,4
2026-04-12,Hradec,XPO,1
2026-04-12,Hradec,XL,1
2026-04-12,Hradec,VB,3
2026-04-12,Háje,XPO,7
2026-04-12,Háje,XL,1
2026-04-12,Jihlava,XPO,2
2026-04-12,Jihlava,XL,1
2026-04-12,Karlovy Vary,XPO,1
2026-04-12,Karlovy Vary,XL,3
2026-04-12,Karlovy Vary,VB,1
2026-04-12,Kladno,XPO,1
2026-04-12,Kolín,XL,1
2026-04-12,Kolín,VB,1
2026-04-12,LCS,XPO,68
2026-04-12,Liberec,XPO,1
2026-04-12,Mladá Boleslav,XPO,1
2026-04-12,Most,XPO,2
2026-04-12,Most,XL,1
2026-04-12,Mělník,XPO,1
2026-04-12,Olomouc,XPO,6
2026-04-12,Olomouc,XL,2
2026-04-12,Opava,XPO,1
2026-04-12,Ostrava,XPO,4
2026-04-12,Ostrava,XL,3
2026-04-12,Pardubice,XPO,3
2026-04-12,Pardubice,XL,3
2026-04-12,Pardubice,VB,1
2026-04-12,Plzeň město,XPO,10
2026-04-12,Plzeň město,XL,3
2026-04-12,Pobočka Chrášťany,XPO,19
2026-04-12,Pobočka Chrášťany,XL,1
2026-04-12,Počernice,XPO,1
2026-04-12,Počernice,XL,1
2026-04-12,Praha - centrála,XPO,15
2026-04-12,Praha - centrála,VB,1
2026-04-12,Příbram,XL,1
2026-04-12,SKLC3,BPO,2
2026-04-12,SKLC3,XPO,118
2026-04-12,SKLC3,XL,12
2026-04-12,SKLC3,VB,88
2026-04-12,Čakovice,XPO,6
2026-04-12,Čakovice,XL,1
2026-04-12,Čakovice,VB,1
2026-04-12,České Budějovice,BPO,2
2026-04-12,České Budějovice,XPO,1
2026-04-12,České Budějovice,XL,1
2026-04-12,České Budějovice,VB,1
2026-04-13,Anděl,XPO,1
2026-04-13,Anděl,XL,1
2026-04-13,Benešov,XPO,1
2026-04-13,Benešov,XL,1
2026-04-13,Brno,XPO,6
2026-04-13,Brno,VB,1
2026-04-13,Brno Lískovec,XPO,2
2026-04-13,Budějovická,XPO,7
2026-04-13,Budějovická,VB,1
2026-04-13,CZLC4,BPO,1
2026-04-13,CZLC4,XPO,67
2026-04-13,CZLC4,XL,3
2026-04-13,Dejvice,XPO,1
2026-04-13,Dejvice,XL,2
2026-04-13,Děčín,XL,1
2026-04-13,Frýdek-Místek,XPO,1
2026-04-13,HULC1,XPO,1
2026-04-13,HULC1,VB,4
2026-04-13,Hradec,XL,4
2026-04-13,Hradec,VB,1
2026-04-13,Háje,XPO,2
2026-04-13,Háje,XL,1
2026-04-13,Jihlava,XPO,1
2026-04-13,Karlovy Vary,XPO,1
2026-04-13,Kladno,XPO,2
2026-04-13,Kladno,XL,3
2026-04-13,Kolín,XPO,1
2026-04-13,Kolín,XL,1
2026-04-13,LCS,XPO,18
2026-04-13,Liberec,XL,1
2026-04-13,Mladá Boleslav,XPO,2
2026-04-13,Most,XPO,1
2026-04-13,Mělník,XL,1
2026-04-13,Mělník,VB,1
2026-04-13,Olomouc,XPO,2
2026-04-13,Olomouc,XL,1
2026-04-13,Ostrava,XPO,17
2026-04-13,Ostrava,XL,3
2026-04-13,Ostrava,VB,2
2026-04-13,Pardubice,XL,1
2026-04-13,Pardubice,VB,1
2026-04-13,Plzeň město,XPO,4
2026-04-13,Plzeň město,XL,2
2026-04-13,Plzeň město,VB,1
2026-04-13,Pobočka Chrášťany,XPO,14
2026-04-13,Pobočka Chrášťany,XL,2
2026-04-13,Pobočka Chrášťany,VB,4
2026-04-13,Počernice,XPO,3
2026-04-13,Počernice,VB,1
2026-04-13,Praha - centrála,XPO,12
2026-04-13,Praha - centrála,XL,2
2026-04-13,Prostějov,XPO,1
2026-04-13,SKLC3,XPO,98
2026-04-13,SKLC3,XL,5
2026-04-13,SKLC3,VB,44
2026-04-13,Tábor,XPO,1
2026-04-13,Tábor,XL,1
2026-04-13,Ústí nad Labem,XPO,1
2026-04-13,Čakovice,XPO,5
2026-04-13,Čakovice,XL,5
2026-04-13,Čakovice,VB,2
2026-04-14,Anděl,XPO,6
2026-04-14,Anděl,XL,2
2026-04-14,Brno,XPO,13
2026-04-14,Brno,XL,4
2026-04-14,Brno Lískovec,XPO,4
2026-04-14,Brno Lískovec,XL,1
2026-04-14,Budějovická,XPO,3
2026-04-14,Budějovická,XL,2
2026-04-14,Budějovická,VB,3
2026-04-14,CZLC4,XPO,40
2026-04-14,CZLC4,XL,2
2026-04-14,Dejvice,XPO,2
2026-04-14,Frýdek-Místek,XPO,1
2026-04-14,HULC1,XPO,3
2026-04-14,HULC1,XL,13
2026-04-14,HULC1,VB,28
2026-04-14,Hradec,XPO,3
2026-04-14,Hradec,XL,1
2026-04-14,Háje,XPO,7
2026-04-14,Háje,VB,1
2026-04-14,Jihlava,XPO,1
2026-04-14,Karlovy Vary,XPO,1
2026-04-14,Kladno,XPO,2
2026-04-14,Kolín,XPO,1
2026-04-14,Kolín,XL,1
2026-04-14,LCS,XPO,154
2026-04-14,Mladá Boleslav,XPO,1
2026-04-14,Mladá Boleslav,XL,4
2026-04-14,Most,XPO,2
2026-04-14,Mělník,XPO,1
2026-04-14,Olomouc,XPO,2
2026-04-14,Ostrava,XPO,5
2026-04-14,Ostrava,XL,2
2026-04-14,Ostrava,VB,1
2026-04-14,Pardubice,XL,3
2026-04-14,Plzeň město,XPO,3
2026-04-14,Plzeň město,VB,2
2026-04-14,Pobočka Chrášťany,XPO,7
2026-04-14,Pobočka Chrášťany,XL,6
2026-04-14,Pobočka Chrášťany,VB,1
2026-04-14,Počernice,XPO,7
2026-04-14,Praha - centrála,XPO,4
2026-04-14,Praha - centrála,XL,1
2026-04-14,Prostějov,XL,1
2026-04-14,Příbram,XPO,2
2026-04-14,Příbram,VB,1
2026-04-14,SKLC3,XPO,214
2026-04-14,SKLC3,XL,39
2026-04-14,SKLC3,VB,38
2026-04-14,Tábor,XPO,2
2026-04-14,Zlín,XPO,4
2026-04-14,Ústí nad Labem,XPO,1
2026-04-14,Ústí nad Labem,VB,3
2026-04-14,Čakovice,XPO,7
2026-04-14,Čakovice,XL,1
2026-04-14,Čakovice,VB,5
2026-04-14,České Budějovice,XPO,2
2026-04-15,Anděl,XPO,4
2026-04-15,Benešov,XPO,2
2026-04-15,Benešov,VB,1
2026-04-15,Beroun,XPO,5
2026-04-15,Beroun,XL,1
2026-04-15,Beroun,VB,2
2026-04-15,Brno,XPO,2
2026-04-15,Brno,XL,1
2026-04-15,Brno,VB,2
2026-04-15,Brno Lískovec,XPO,6
2026-04-15,Brno Lískovec,XL,1
2026-04-15,Budějovická,XPO,7
2026-04-15,CZLC4,SPO,1
2026-04-15,CZLC4,XPO,156
2026-04-15,CZLC4,XL,3
2026-04-15,Chomutov,XL,2
2026-04-15,Dejvice,XPO,1
2026-04-15,Dejvice,XL,2
2026-04-15,Děčín,XL,1
2026-04-15,Frýdek-Místek,XPO,4
2026-04-15,HULC1,XPO,1
2026-04-15,HULC1,VB,11
2026-04-15,Hradec,XPO,5
2026-04-15,Háje,XPO,4
2026-04-15,Jihlava,XPO,2
2026-04-15,Karlovy Vary,XPO,2
2026-04-15,LCS,XPO,85
2026-04-15,Mělník,XPO,2
2026-04-15,Mělník,XL,1
2026-04-15,Olomouc,BPO,1
2026-04-15,Olomouc,XPO,3
2026-04-15,Ostrava,XPO,3
2026-04-15,Pardubice,BPO,1
2026-04-15,Pardubice,XPO,1
2026-04-15,Pardubice,XL,1
2026-04-15,Plzeň město,XPO,6
2026-04-15,Pobočka Chrášťany,XPO,19
2026-04-15,Pobočka Chrášťany,XL,2
2026-04-15,Počernice,XPO,2
2026-04-15,Počernice,XL,1
2026-04-15,Praha - centrála,XPO,13
2026-04-15,Praha - centrála,XL,1
2026-04-15,Praha - centrála,VB,1
2026-04-15,SKLC3,XPO,111
2026-04-15,SKLC3,XL,33
2026-04-15,SKLC3,VB,95
2026-04-15,Zlín,XPO,2
2026-04-15,Čakovice,XPO,5
2026-04-15,České Budějovice,SPO,1
2026-04-15,České Budějovice,XPO,1
2026-04-15,České Budějovice,XL,1
2026-04-16,Anděl,XPO,1
2026-04-16,Anděl,XL,1
2026-04-16,Benešov,XL,1
2026-04-16,Benešov,VB,1
2026-04-16,Beroun,XPO,1
2026-04-16,Beroun,XL,2
2026-04-16,Brno,XPO,7
2026-04-16,Brno,XL,1
2026-04-16,Brno Lískovec,XPO,3
2026-04-16,Budějovická,XPO,10
2026-04-16,CZLC4,XPO,125
2026-04-16,CZLC4,XL,1
2026-04-16,CZLC4,VB,2
2026-04-16,Dejvice,XPO,1
2026-04-16,Dejvice,XL,2
2026-04-16,Děčín,XPO,1
2026-04-16,Frýdek-Místek,XL,1
2026-04-16,HULC1,VB,12
2026-04-16,Hradec,XL,1
2026-04-16,Háje,XPO,3
2026-04-16,Háje,XL,1
2026-04-16,Jihlava,XPO,1
2026-04-16,Kladno,XPO,1
2026-04-16,Kladno,XL,1
2026-04-16,Kolín,XL,1
2026-04-16,LCS,XPO,30
2026-04-16,Liberec,XPO,3
2026-04-16,Liberec,XL,1
2026-04-16,Mladá Boleslav,XL,2
2026-04-16,Most,XPO,2
2026-04-16,Most,XL,1
2026-04-16,Olomouc,XPO,3
2026-04-16,Olomouc,VB,1
2026-04-16,Opava,XL,1
2026-04-16,Ostrava,XPO,3
2026-04-16,Ostrava,XL,2
2026-04-16,Ostrava,VB,1
2026-04-16,Pardubice,XPO,3
2026-04-16,Plzeň město,XPO,2
2026-04-16,Pobočka Chrášťany,XPO,9
2026-04-16,Pobočka Chrášťany,XL,2
2026-04-16,Pobočka Chrášťany,VB,3
2026-04-16,Počernice,XPO,3
2026-04-16,Počernice,XL,2
2026-04-16,Počernice,VB,1
2026-04-16,Praha - centrála,XPO,7
2026-04-16,Praha - centrála,XL,2
2026-04-16,Prostějov,XL,1
2026-04-16,SKLC3,XPO,62
2026-04-16,SKLC3,XL,13
2026-04-16,SKLC3,VB,28
2026-04-16,Tábor,XL,1
2026-04-16,Třebíč,XPO,1
2026-04-16,Zlín,XPO,1
2026-04-16,Ústí nad Labem,XPO,7
2026-04-16,Čakovice,XPO,5
2026-04-16,Čakovice,XL,1
2026-04-16,České Budějovice,XPO,2
2026-04-16,České Budějovice,VB,2
2026-04-17,Anděl,XPO,3
2026-04-17,Anděl,XL,1
2026-04-17,Benešov,XPO,2
2026-04-17,Beroun,XPO,1
2026-04-17,Brno,XPO,2
2026-04-17,Brno,XL,1
2026-04-17,Brno Lískovec,XPO,1
2026-04-17,Budějovická,XPO,5
2026-04-17,Budějovická,XL,5
2026-04-17,Budějovická,VB,1
2026-04-17,CZLC4,BPO,1
2026-04-17,CZLC4,XPO,194
2026-04-17,CZLC4,XL,4
2026-04-17,CZLC4,VB,1
2026-04-17,Dejvice,XPO,2
2026-04-17,Dejvice,XL,1
2026-04-17,Frýdek-Místek,XPO,3
2026-04-17,Frýdek-Místek,XL,2
2026-04-17,HULC1,XPO,4
2026-04-17,HULC1,XL,6
2026-04-17,HULC1,VB,22
2026-04-17,Hradec,XPO,3
2026-04-17,Hradec,XL,1
2026-04-17,Háje,XPO,2
2026-04-17,Háje,XL,1
2026-04-17,Karlovy Vary,XL,2
2026-04-17,Kladno,XPO,5
2026-04-17,Kladno,XL,3
2026-04-17,Kladno,VB,1
2026-04-17,LCS,XPO,100
2026-04-17,LCS,XL,2
2026-04-17,Liberec,XPO,4
2026-04-17,Liberec,VB,1
2026-04-17,Mladá Boleslav,XPO,1
2026-04-17,Mělník,BPO,1
2026-04-17,Mělník,XPO,1
2026-04-17,Olomouc,XPO,3
2026-04-17,Opava,XPO,2
2026-04-17,Opava,XL,2
2026-04-17,Ostrava,BPO,1
2026-04-17,Ostrava,XPO,4
2026-04-17,Pardubice,XPO,4
2026-04-17,Pardubice,XL,1
2026-04-17,Plzeň město,XPO,1
2026-04-17,Plzeň město,XL,4
2026-04-17,Pobočka Chrášťany,BPO,1
2026-04-17,Pobočka Chrášťany,XPO,14
2026-04-17,Pobočka Chrášťany,XL,2
2026-04-17,Pobočka Chrášťany,VB,4
2026-04-17,Počernice,XPO,8
2026-04-17,Počernice,VB,2
2026-04-17,Praha - centrála,XPO,14
2026-04-17,Praha - centrála,XL,2
2026-04-17,Praha - centrála,VB,2
2026-04-17,Příbram,XPO,4
2026-04-17,Příbram,XL,1
2026-04-17,SKLC3,XPO,107
2026-04-17,SKLC3,XL,1
2026-04-17,SKLC3,VB,44
2026-04-17,Tábor,XPO,2
2026-04-17,Zlín,XPO,3
2026-04-17,Zlín,XL,1
2026-04-17,Zlín,VB,1
2026-04-17,Ústí nad Labem,XPO,1
2026-04-17,Ústí nad Labem,VB,1
2026-04-17,Čakovice,SPO,17
2026-04-17,Čakovice,XPO,3
2026-04-17,Čakovice,XL,1
2026-04-17,Čakovice,VB,1
2026-04-17,České Budějovice,XPO,1
2026-04-17,České Budějovice,XL,1
2026-04-17,České Budějovice,VB,1
2026-04-18,Anděl,XPO,9
2026-04-18,Anděl,XL,2
2026-04-18,Benešov,XPO,1
2026-04-18,Brno,XPO,3
2026-04-18,Brno,XL,1
2026-04-18,Brno,VB,1
2026-04-18,Brno Lískovec,XPO,2
2026-04-18,Budějovická,XPO,6
2026-04-18,Budějovická,XL,1
2026-04-18,CZLC4,XPO,113
2026-04-18,CZLC4,XL,3
2026-04-18,Frýdek-Místek,XPO,1
2026-04-18,HULC1,VB,7
2026-04-18,Hradec,XPO,3
2026-04-18,Hradec,XL,2
2026-04-18,Háje,XPO,4
2026-04-18,Háje,XL,2
2026-04-18,Háje,VB,2
2026-04-18,Jihlava,XPO,2
2026-04-18,Karlovy Vary,XPO,3
2026-04-18,Kladno,XPO,3
2026-04-18,LCS,XPO,41
2026-04-18,Liberec,XPO,1
2026-04-18,Mladá Boleslav,XPO,1
2026-04-18,Most,XPO,6
2026-04-18,Most,XL,1
2026-04-18,Most,VB,1
2026-04-18,Olomouc,XPO,2
2026-04-18,Opava,XL,2
2026-04-18,Ostrava,XPO,9
2026-04-18,Ostrava,VB,4
2026-04-18,Pardubice,XPO,2
2026-04-18,Pardubice,VB,2
2026-04-18,Plzeň město,XPO,5
2026-04-18,Plzeň město,XL,1
2026-04-18,Pobočka Chrášťany,XPO,7
2026-04-18,Pobočka Chrášťany,VB,7
2026-04-18,Počernice,XPO,2
2026-04-18,Počernice,VB,3
2026-04-18,Praha - centrála,XPO,19
2026-04-18,Praha - centrála,XL,5
2026-04-18,Praha - centrála,VB,3
2026-04-18,Prostějov,XPO,1
2026-04-18,Příbram,XPO,2
2026-04-18,SKLC3,XPO,83
2026-04-18,SKLC3,XL,37
2026-04-18,SKLC3,VB,18
2026-04-18,Tábor,XPO,3
2026-04-18,Tábor,VB,1
2026-04-18,Zlín,XPO,2
2026-04-18,Ústí nad Labem,XPO,5
2026-04-18,Ústí nad Labem,XL,1
2026-04-18,Čakovice,XPO,6
2026-04-18,Čakovice,XL,3
2026-04-18,Čakovice,VB,1
2026-04-18,České Budějovice,XPO,1
2026-04-18,České Budějovice,VB,1
2026-04-19,Anděl,XPO,1
2026-04-19,Anděl,XL,1
2026-04-19,Benešov,XPO,2
2026-04-19,Benešov,VB,1
2026-04-19,Brno,XPO,4
2026-04-19,Brno,VB,2
2026-04-19,Brno Lískovec,XPO,4
2026-04-19,Brno Lískovec,XL,1
2026-04-19,Brno Lískovec,VB,1
2026-04-19,Budějovická,XPO,3
2026-04-19,Budějovická,XL,1
2026-04-19,CZLC4,XPO,137
2026-04-19,CZLC4,XL,2
2026-04-19,Chomutov,XPO,2
2026-04-19,Dejvice,XPO,1
2026-04-19,Děčín,XPO,1
2026-04-19,Frýdek-Místek,XPO,3
2026-04-19,HULC1,VB,11
2026-04-19,Hradec,XPO,3
2026-04-19,Háje,XPO,1
2026-04-19,Háje,XL,1
2026-04-19,Jihlava,XL,4
2026-04-19,Karlovy Vary,XPO,2
2026-04-19,Kladno,XPO,7
2026-04-19,Kladno,XL,2
2026-04-19,Kolín,XL,1
2026-04-19,LCS,XPO,26
2026-04-19,Liberec,XPO,1
2026-04-19,Mladá Boleslav,XPO,4
2026-04-19,Mělník,XL,1
2026-04-19,Olomouc,VB,2
2026-04-19,Ostrava,XPO,7
2026-04-19,Pardubice,XPO,1
2026-04-19,Pardubice,VB,1
2026-04-19,Plzeň město,XPO,2
2026-04-19,Plzeň město,XL,1
2026-04-19,Pobočka Chrášťany,XPO,16
2026-04-19,Pobočka Chrášťany,XL,4
2026-04-19,Pobočka Chrášťany,VB,2
2026-04-19,Počernice,XPO,1
2026-04-19,Počernice,XL,1
2026-04-19,Praha - centrála,XPO,13
2026-04-19,Praha - centrála,XL,6
2026-04-19,Praha - centrála,VB,10
2026-04-19,Příbram,XPO,2
2026-04-19,SKLC3,XPO,83
2026-04-19,SKLC3,XL,16
2026-04-19,SKLC3,VB,21
2026-04-19,Tábor,XPO,1
2026-04-19,Tábor,VB,1
2026-04-19,Zlín,XPO,1
2026-04-19,Ústí nad Labem,XPO,1
2026-04-19,Ústí nad Labem,VB,1
2026-04-19,Čakovice,XPO,8
2026-04-19,Čakovice,XL,4
2026-04-19,Čakovice,VB,1
2026-04-19,České Budějovice,XPO,3
2026-04-20,Anděl,XPO,3
2026-04-20,Benešov,XL,1
2026-04-20,Beroun,XPO,5
2026-04-20,Brno,XPO,12
2026-04-20,Brno,XL,2
2026-04-20,Brno Lískovec,XPO,1
2026-04-20,Budějovická,XL,1
2026-04-20,CZLC4,BPO,1
2026-04-20,CZLC4,XPO,175
2026-04-20,CZLC4,XL,4
2026-04-20,CZLC4,VB,1
2026-04-20,Chomutov,XL,4
2026-04-20,Chomutov,VB,1
2026-04-20,Děčín,XL,1
2026-04-20,Frýdek-Místek,XPO,1
2026-04-20,HULC1,XPO,1
2026-04-20,HULC1,VB,4
2026-04-20,Hradec,XL,1
2026-04-20,Háje,XPO,14
2026-04-20,Háje,XL,1
2026-04-20,Karlovy Vary,VB,1
2026-04-20,Kolín,XPO,2
2026-04-20,Kolín,XL,1
2026-04-20,LCS,XPO,47
2026-04-20,Liberec,XPO,1
2026-04-20,Mladá Boleslav,XPO,1
2026-04-20,Most,XPO,1
2026-04-20,Olomouc,XL,1
2026-04-20,Ostrava,XPO,3
2026-04-20,Ostrava,XL,1
2026-04-20,Ostrava,VB,1
2026-04-20,Pardubice,XL,2
2026-04-20,Plzeň město,XPO,5
2026-04-20,Plzeň město,VB,1
2026-04-20,Pobočka Chrášťany,XPO,10
2026-04-20,Pobočka Chrášťany,XL,2
2026-04-20,Počernice,XPO,2
2026-04-20,Počernice,VB,1
2026-04-20,Praha - centrála,XPO,9
2026-04-20,Praha - centrála,XL,2
2026-04-20,Praha - centrála,VB,1
2026-04-20,SKLC3,XPO,112
2026-04-20,SKLC3,XL,90
2026-04-20,SKLC3,VB,43
2026-04-20,Zlín,XPO,2
2026-04-20,Ústí nad Labem,XPO,2
2026-04-20,Ústí nad Labem,XL,1
2026-04-20,Ústí nad Labem,VB,1
2026-04-20,Čakovice,XPO,5
2026-04-20,Čakovice,XL,2
2026-04-20,Čakovice,VB,1
2026-04-20,České Budějovice,XPO,2
2026-04-20,České Budějovice,XL,2
2026-04-21,Anděl,XPO,13
2026-04-21,Anděl,XL,2
2026-04-21,Anděl,VB,1
2026-04-21,Benešov,XPO,1
2026-04-21,Benešov,VB,1
2026-04-21,Beroun,XPO,2
2026-04-21,Beroun,XL,1
2026-04-21,Beroun,VB,1
2026-04-21,Brno,XPO,4
2026-04-21,Brno,XL,3
2026-04-21,Brno Lískovec,XPO,3
2026-04-21,Brno Lískovec,XL,1
2026-04-21,Budějovická,XPO,2
2026-04-21,Budějovická,XL,2
2026-04-21,Budějovická,VB,3
2026-04-21,CZLC4,XPO,188
2026-04-21,CZLC4,XL,3
2026-04-21,CZLC4,VB,1
2026-04-21,Dejvice,XL,2
2026-04-21,Děčín,XPO,2
2026-04-21,Frýdek-Místek,XPO,7
2026-04-21,Frýdek-Místek,XL,1
2026-04-21,HULC1,VB,9
2026-04-21,Hradec,XPO,3
2026-04-21,Hradec,XL,1
2026-04-21,Háje,XPO,6
2026-04-21,Háje,XL,2
2026-04-21,Jihlava,VB,1
2026-04-21,Karlovy Vary,XPO,6
2026-04-21,Karlovy Vary,XL,1
2026-04-21,Kladno,XPO,2
2026-04-21,LCS,XPO,35
2026-04-21,Liberec,XPO,1
2026-04-21,Liberec,XL,1
2026-04-21,Most,XPO,1
2026-04-21,Mělník,XPO,1
2026-04-21,Mělník,VB,1
2026-04-21,Olomouc,XPO,3
2026-04-21,Opava,XL,2
2026-04-21,Ostrava,XPO,6
2026-04-21,Ostrava,XL,3
2026-04-21,Pardubice,XPO,2
2026-04-21,Pardubice,XL,4
2026-04-21,Plzeň město,XPO,4
2026-04-21,Plzeň město,XL,3
2026-04-21,Plzeň město,VB,1
2026-04-21,Pobočka Chrášťany,XPO,28
2026-04-21,Pobočka Chrášťany,XL,4
2026-04-21,Pobočka Chrášťany,VB,3
2026-04-21,Počernice,XPO,3
2026-04-21,Počernice,XL,1
2026-04-21,Praha - centrála,XPO,17
2026-04-21,Praha - centrála,XL,2
2026-04-21,Prostějov,XL,1
2026-04-21,Příbram,XL,1
2026-04-21,SKLC3,BPO,1
2026-04-21,SKLC3,XPO,148
2026-04-21,SKLC3,XL,14
2026-04-21,SKLC3,VB,60
2026-04-21,Zlín,XPO,1
2026-04-21,Ústí nad Labem,XPO,4
2026-04-21,Čakovice,XPO,4
2026-04-21,Čakovice,XL,2
2026-04-21,České Budějovice,XPO,5
2026-04-21,České Budějovice,XL,2
2026-04-21,České Budějovice,VB,2
2026-04-22,Anděl,XPO,5
2026-04-22,Anděl,VB,1
2026-04-22,Beroun,XPO,1
2026-04-22,Brno,XPO,2
2026-04-22,Brno,XL,1
2026-04-22,Brno Lískovec,XPO,2
2026-04-22,Brno Lískovec,VB,1
2026-04-22,Budějovická,XPO,9
2026-04-22,Budějovická,XL,1
2026-04-22,Budějovická,VB,1
2026-04-22,CZLC4,XPO,95
2026-04-22,Chomutov,XPO,1
2026-04-22,Dejvice,XPO,1
2026-04-22,Dejvice,XL,1
2026-04-22,Frýdek-Místek,XPO,1
2026-04-22,HULC1,XPO,2
2026-04-22,HULC1,VB,5
2026-04-22,Hradec,XPO,4
2026-04-22,Hradec,XL,2
2026-04-22,Háje,XPO,2
2026-04-22,Háje,XL,2
2026-04-22,Jihlava,XPO,1
2026-04-22,Kladno,XPO,3
2026-04-22,Kolín,XPO,1
2026-04-22,Kolín,VB,3
2026-04-22,LCS,BPO,16
2026-04-22,LCS,XPO,45
2026-04-22,Liberec,XPO,1
2026-04-22,Liberec,XL,1
2026-04-22,Mladá Boleslav,XPO,1
2026-04-22,Mladá Boleslav,XL,1
2026-04-22,Most,XPO,3
2026-04-22,Most,VB,1
2026-04-22,Ostrava,XPO,5
2026-04-22,Ostrava,XL,3
2026-04-22,Plzeň město,XPO,2
2026-04-22,Pobočka Chrášťany,XPO,6
2026-04-22,Pobočka Chrášťany,VB,1
2026-04-22,Počernice,XPO,2
2026-04-22,Počernice,XL,1
2026-04-22,Praha - centrála,XPO,2
2026-04-22,Praha - centrála,XL,2
2026-04-22,Prostějov,XPO,1
2026-04-22,Prostějov,XL,1
2026-04-22,SKLC3,XPO,151
2026-04-22,SKLC3,XL,41
2026-04-22,SKLC3,VB,81
2026-04-22,Tábor,VB,1
2026-04-22,Třebíč,XPO,1
2026-04-22,Ústí nad Labem,XPO,4
2026-04-22,Čakovice,XPO,2
2026-04-22,Čakovice,XL,1
2026-04-22,České Budějovice,XPO,4
2026-04-22,České Budějovice,XL,3
2026-04-23,Anděl,XPO,2
2026-04-23,Benešov,XPO,5
2026-04-23,Benešov,XL,4
2026-04-23,Brno,XPO,2
2026-04-23,Brno,XL,2
2026-04-23,Brno Lískovec,XPO,1
2026-04-23,Brno Lískovec,XL,1
2026-04-23,Budějovická,XPO,8
2026-04-23,Budějovická,XL,2
2026-04-23,Budějovická,VB,1
2026-04-23,CZLC4,XPO,75
2026-04-23,CZLC4,XL,4
