datum,protistrana,geosize,joblines
2026-08-02,Bratislava Centrála,XPO,66
2026-08-02,Bratislava Centrála,XL,13
2026-08-02,Bratislava Petržalka,SPO,5
2026-08-02,Budapest Újbuda Központ,SPO,4
2026-08-02,Budapešť Blaha,SPO,2
2026-08-02,CBP Budapešť centrála,SPO,205
2026-08-02,CBP Budapešť centrála,BPO,49
2026-08-02,CBP Budapešť centrála,XPO,14
2026-08-02,CBP Budapešť centrála,XL,4
2026-08-02,CZLC4,SPO,787
2026-08-02,CZLC4,BPO,202
2026-08-02,LCU,XPO,91
2026-08-02,LCU,XL,24
2026-08-02,LCU,VB,23
2026-08-02,Nitra,SPO,4
2026-08-02,Pobočka HULC1,SPO,2
2026-08-02,Prešov,SPO,5
2026-08-02,Trnava,SPO,8
2026-08-02,Wien Karlsplatz,SPO,1
2026-08-03,Bratislava Centrála,SPO,276
2026-08-03,Bratislava Centrála,BPO,48
2026-08-03,Bratislava Centrála,XPO,27
2026-08-03,Bratislava Centrála,XL,17
2026-08-03,Bratislava Petržalka,SPO,4
2026-08-03,Budapest Újbuda Központ,SPO,4
2026-08-03,Budapešť Blaha,SPO,5
2026-08-03,CBP Budapešť centrála,SPO,202
2026-08-03,CBP Budapešť centrála,BPO,88
2026-08-03,CBP Budapešť centrála,XPO,46
2026-08-03,CBP Budapešť centrála,XL,6
2026-08-03,CZLC4,SPO,819
2026-08-03,CZLC4,BPO,394
2026-08-03,Košice,SPO,5
2026-08-03,LCU,XPO,169
2026-08-03,LCU,XL,19
2026-08-03,LCU,VB,88
2026-08-03,Nitra,SPO,1
2026-08-03,Pobočka HULC1,SPO,2
2026-08-03,Pobočka HULC1,BPO,1
2026-08-03,Prešov,SPO,4
2026-08-03,Trnava,SPO,3
2026-08-03,Žilina,SPO,3
2026-08-04,Banská Bystrica,SPO,11
2026-08-04,Bratislava Centrála,SPO,365
2026-08-04,Bratislava Centrála,BPO,116
2026-08-04,Bratislava Centrála,XL,5
2026-08-04,Bratislava Petržalka,SPO,3
2026-08-04,Brno,SPO,73
2026-08-04,Brno,BPO,21
2026-08-04,Brno,XPO,4
2026-08-04,Brno Lískovec,SPO,5
2026-08-04,Budapest Újbuda Központ,SPO,5
2026-08-04,Budapešť Blaha,SPO,6
2026-08-04,CBP Budapešť centrála,SPO,201
2026-08-04,CBP Budapešť centrála,BPO,70
2026-08-04,CBP Budapešť centrála,XPO,52
2026-08-04,CBP Budapešť centrála,XL,14
2026-08-04,CZLC4,SPO,1365
2026-08-04,CZLC4,BPO,160
2026-08-04,Košice,SPO,10
2026-08-04,LCU,XPO,116
2026-08-04,LCU,XL,31
2026-08-04,LCU,VB,16
2026-08-04,Nitra,SPO,7
2026-08-04,Olomouc,SPO,9
2026-08-04,Pobočka HULC1,SPO,6
2026-08-04,Prešov,SPO,6
2026-08-04,Prostějov,SPO,7
2026-08-04,Trenčín,SPO,2
2026-08-04,Trnava,SPO,7
2026-08-04,Trnava,BPO,2
2026-08-04,Wien Karlsplatz,SPO,1
2026-08-04,Zlín,SPO,8
2026-08-04,Žilina,SPO,2
2026-08-05,Banská Bystrica,SPO,3
2026-08-05,Bratislava Centrála,SPO,358
2026-08-05,Bratislava Centrála,BPO,71
2026-08-05,Bratislava Centrála,XPO,12
2026-08-05,Bratislava Centrála,XL,11
2026-08-05,Bratislava Petržalka,SPO,3
2026-08-05,Brno,SPO,38
2026-08-05,Brno,BPO,5
2026-08-05,Brno,XPO,7
2026-08-05,Brno,XL,2
2026-08-05,Brno Lískovec,SPO,5
2026-08-05,Budapest Újbuda Központ,SPO,3
2026-08-05,Budapešť Blaha,SPO,6
2026-08-05,CBP Budapešť centrála,SPO,274
2026-08-05,CBP Budapešť centrála,BPO,58
2026-08-05,CBP Budapešť centrála,XPO,23
2026-08-05,CBP Budapešť centrála,XL,14
2026-08-05,CZLC4,SPO,951
2026-08-05,CZLC4,BPO,277
2026-08-05,Košice,SPO,2
2026-08-05,LCU,XPO,92
2026-08-05,LCU,XL,8
2026-08-05,LCU,VB,33
2026-08-05,Nitra,SPO,3
2026-08-05,Olomouc,SPO,7
2026-08-05,Pobočka HULC1,SPO,4
2026-08-05,Prešov,SPO,3
2026-08-05,Prostějov,SPO,2
2026-08-05,Trenčín,SPO,1
2026-08-05,Wien Karlsplatz,SPO,2
2026-08-05,Zlín,SPO,4
2026-08-05,Žilina,SPO,7
2026-08-06,Banská Bystrica,SPO,7
2026-08-06,Bratislava Centrála,SPO,280
2026-08-06,Bratislava Centrála,BPO,69
2026-08-06,Bratislava Centrála,XPO,61
2026-08-06,Bratislava Petržalka,SPO,3
2026-08-06,Brno,SPO,45
2026-08-06,Brno,BPO,11
2026-08-06,Brno,XPO,20
2026-08-06,Brno,XL,4
2026-08-06,Brno Lískovec,SPO,6
2026-08-06,Brno Lískovec,BPO,1
2026-08-06,Budapest Újbuda Központ,SPO,6
2026-08-06,Budapešť Blaha,SPO,9
2026-08-06,CBP Budapešť centrála,SPO,206
2026-08-06,CBP Budapešť centrála,BPO,46
2026-08-06,CBP Budapešť centrála,XPO,62
2026-08-06,CBP Budapešť centrála,XL,6
2026-08-06,CZLC4,SPO,785
2026-08-06,CZLC4,BPO,325
2026-08-06,Košice,SPO,1
2026-08-06,LCU,XPO,257
2026-08-06,LCU,XL,5
2026-08-06,LCU,VB,21
2026-08-06,Nitra,SPO,6
2026-08-06,Olomouc,SPO,4
2026-08-06,Pobočka HULC1,SPO,6
2026-08-06,Prešov,SPO,11
2026-08-06,Prostějov,SPO,2
2026-08-06,Trenčín,SPO,1
2026-08-06,Trnava,SPO,8
2026-08-06,Wien Karlsplatz,SPO,3
2026-08-06,Zlín,SPO,4
2026-08-06,Žilina,SPO,10
2026-08-07,Banská Bystrica,SPO,1
2026-08-07,Bratislava Centrála,SPO,315
2026-08-07,Bratislava Centrála,BPO,87
2026-08-07,Bratislava Centrála,XPO,84
2026-08-07,Bratislava Centrála,XL,8
2026-08-07,Bratislava Petržalka,SPO,4
2026-08-07,Brno,SPO,54
2026-08-07,Brno,BPO,4
2026-08-07,Brno,XPO,38
2026-08-07,Brno,XL,4
2026-08-07,Brno Lískovec,SPO,7
2026-08-07,Budapest Újbuda Központ,SPO,4
2026-08-07,Budapešť Blaha,SPO,4
2026-08-07,CBP Budapešť centrála,SPO,281
2026-08-07,CBP Budapešť centrála,BPO,73
2026-08-07,CBP Budapešť centrála,XPO,51
2026-08-07,CBP Budapešť centrála,XL,11
2026-08-07,CZLC4,SPO,1101
2026-08-07,CZLC4,BPO,374
2026-08-07,Košice,SPO,1
2026-08-07,LCU,XPO,143
2026-08-07,LCU,XL,13
2026-08-07,LCU,VB,16
2026-08-07,Nitra,SPO,9
2026-08-07,Olomouc,SPO,11
2026-08-07,Pobočka HULC1,SPO,11
2026-08-07,Prešov,SPO,3
2026-08-07,Prostějov,SPO,1
2026-08-07,Trenčín,SPO,3
2026-08-07,Trnava,SPO,10
2026-08-07,Wien Karlsplatz,SPO,1
2026-08-07,Zlín,SPO,5
2026-08-07,Žilina,SPO,2
2026-08-08,Banská Bystrica,SPO,2
2026-08-08,Bratislava Centrála,SPO,282
2026-08-08,Bratislava Centrála,BPO,69
2026-08-08,Bratislava Centrála,XPO,18
2026-08-08,Bratislava Centrála,XL,22
2026-08-08,Bratislava Petržalka,SPO,1
2026-08-08,Brno,SPO,45
2026-08-08,Brno,BPO,8
2026-08-08,Brno,XPO,5
2026-08-08,Brno,XL,4
2026-08-08,Brno Lískovec,SPO,5
2026-08-08,Budapest Újbuda Központ,SPO,8
2026-08-08,Budapešť Blaha,SPO,5
2026-08-08,CBP Budapešť centrála,SPO,279
2026-08-08,CBP Budapešť centrála,BPO,70
2026-08-08,CBP Budapešť centrála,XPO,40
2026-08-08,CBP Budapešť centrála,XL,22
2026-08-08,CZLC4,SPO,606
2026-08-08,CZLC4,BPO,373
2026-08-08,Košice,SPO,6
2026-08-08,Košice,BPO,4
2026-08-08,LCU,XPO,98
2026-08-08,LCU,XL,8
2026-08-08,LCU,VB,15
2026-08-08,Nitra,SPO,7
2026-08-08,Olomouc,SPO,20
2026-08-08,Pobočka HULC1,SPO,6
2026-08-08,Prešov,SPO,7
2026-08-08,Prostějov,SPO,2
2026-08-08,Trenčín,SPO,3
2026-08-08,Trnava,SPO,8
2026-08-08,Wien Karlsplatz,SPO,1
2026-08-08,Zlín,SPO,3
2026-08-08,Žilina,SPO,3
2026-08-09,Banská Bystrica,SPO,3
2026-08-09,Bratislava Centrála,SPO,300
2026-08-09,Bratislava Centrála,BPO,70
2026-08-09,Bratislava Centrála,XPO,22
2026-08-09,Bratislava Petržalka,SPO,5
2026-08-09,Bratislava Petržalka,BPO,2
2026-08-09,Brno,SPO,43
2026-08-09,Brno,BPO,4
2026-08-09,Brno,XPO,4
2026-08-09,Brno Lískovec,SPO,9
2026-08-09,Budapest Újbuda Központ,SPO,6
2026-08-09,Budapešť Blaha,SPO,12
2026-08-09,CBP Budapešť centrála,SPO,274
2026-08-09,CBP Budapešť centrála,BPO,92
2026-08-09,CBP Budapešť centrála,XPO,21
2026-08-09,CBP Budapešť centrála,XL,8
2026-08-09,CZLC4,SPO,536
2026-08-09,CZLC4,BPO,133
2026-08-09,Košice,SPO,5
2026-08-09,LCU,XPO,99
2026-08-09,LCU,XL,12
2026-08-09,LCU,VB,6
2026-08-09,Nitra,SPO,9
2026-08-09,Olomouc,SPO,1
2026-08-09,Pobočka HULC1,SPO,6
2026-08-09,Prešov,SPO,12
2026-08-09,Prostějov,SPO,3
2026-08-09,Trenčín,SPO,5
2026-08-09,Trnava,SPO,7
2026-08-09,Wien Karlsplatz,SPO,1
2026-08-09,Zlín,SPO,9
2026-08-09,Zlín,BPO,2
2026-08-09,Žilina,SPO,4
2026-08-10,Banská Bystrica,SPO,3
2026-08-10,Bratislava Centrála,SPO,282
2026-08-10,Bratislava Centrála,BPO,68
2026-08-10,Bratislava Centrála,XPO,39
2026-08-10,Bratislava Petržalka,SPO,3
2026-08-10,Brno,SPO,36
2026-08-10,Brno,BPO,7
2026-08-10,Brno,XPO,6
2026-08-10,Brno,XL,4
2026-08-10,Brno Lískovec,SPO,9
2026-08-10,Budapest Újbuda Központ,SPO,3
2026-08-10,Budapešť Blaha,SPO,10
2026-08-10,CBP Budapešť centrála,SPO,207
2026-08-10,CBP Budapešť centrála,BPO,39
2026-08-10,CBP Budapešť centrála,XPO,20
2026-08-10,CBP Budapešť centrála,XL,10
2026-08-10,CZLC4,SPO,875
2026-08-10,CZLC4,BPO,422
2026-08-10,Košice,SPO,3
2026-08-10,LCU,XPO,107
2026-08-10,LCU,XL,28
2026-08-10,LCU,VB,25
2026-08-10,Nitra,SPO,7
2026-08-10,Olomouc,SPO,8
2026-08-10,Pobočka HULC1,SPO,5
2026-08-10,Prešov,SPO,6
2026-08-10,Prostějov,SPO,4
2026-08-10,Trnava,SPO,4
2026-08-10,Zlín,SPO,4
2026-08-10,Žilina,SPO,3
2026-08-11,Banská Bystrica,SPO,41
2026-08-11,Bratislava Centrála,SPO,402
2026-08-11,Bratislava Centrála,BPO,69
2026-08-11,Bratislava Centrála,XPO,11
2026-08-11,Bratislava Centrála,XL,8
2026-08-11,Bratislava Petržalka,SPO,1
2026-08-11,Brno,SPO,77
2026-08-11,Brno,BPO,6
2026-08-11,Brno,XPO,8
2026-08-11,Brno,XL,2
2026-08-11,Brno Lískovec,SPO,43
2026-08-11,Budapest Újbuda Központ,SPO,34
2026-08-11,Budapešť Blaha,SPO,22
2026-08-11,CBP Budapešť centrála,SPO,327
2026-08-11,CBP Budapešť centrála,BPO,58
2026-08-11,CBP Budapešť centrála,XPO,37
2026-08-11,CBP Budapešť centrála,XL,10
2026-08-11,CZLC4,SPO,1054
2026-08-11,CZLC4,BPO,276
2026-08-11,Košice,SPO,48
2026-08-11,LCU,XPO,193
2026-08-11,LCU,XL,29
2026-08-11,LCU,VB,46
2026-08-11,Nitra,SPO,39
2026-08-11,Olomouc,SPO,41
2026-08-11,Pobočka HULC1,SPO,35
2026-08-11,Prešov,SPO,39
2026-08-11,Prostějov,SPO,20
2026-08-11,Trenčín,SPO,37
2026-08-11,Trnava,SPO,51
2026-08-11,Wien Karlsplatz,SPO,1
2026-08-11,Zlín,SPO,53
2026-08-11,Žilina,SPO,40
2026-08-12,Banská Bystrica,SPO,16
2026-08-12,Banská Bystrica,BPO,3
2026-08-12,Bratislava Centrála,SPO,459
2026-08-12,Bratislava Centrála,BPO,82
2026-08-12,Bratislava Centrála,XPO,4
2026-08-12,Bratislava Centrála,XL,3
2026-08-12,Bratislava Petržalka,SPO,3
2026-08-12,Brno,SPO,58
2026-08-12,Brno,BPO,19
2026-08-12,Brno,XPO,10
2026-08-12,Brno Lískovec,SPO,8
2026-08-12,Budapest Újbuda Központ,SPO,6
2026-08-12,Budapešť Blaha,SPO,18
2026-08-12,CBP Budapešť centrála,SPO,292
2026-08-12,CBP Budapešť centrála,BPO,79
2026-08-12,CBP Budapešť centrála,XPO,51
2026-08-12,CBP Budapešť centrála,XL,6
2026-08-12,CZLC4,SPO,1461
2026-08-12,CZLC4,BPO,349
2026-08-12,Košice,SPO,10
2026-08-12,LCU,XPO,218
2026-08-12,LCU,XL,3
2026-08-12,LCU,VB,9
2026-08-12,Nitra,SPO,9
2026-08-12,Olomouc,SPO,12
2026-08-12,Pobočka HULC1,SPO,8
2026-08-12,Prešov,SPO,5
2026-08-12,Prostějov,SPO,9
2026-08-12,Trenčín,SPO,3
2026-08-12,Trnava,SPO,12
2026-08-12,Wien Karlsplatz,SPO,4
2026-08-12,Zlín,SPO,15
2026-08-12,Žilina,SPO,18
